Continent,Subregion,Country,Year,Period,Medium,High,Low
Africa,Eastern Africa,Zambia,2068,future,54468793,63493997,46277871
Africa,Eastern Africa,Zimbabwe,2068,future,28161282,33652343,23254027
Africa,Middle Africa,Angola,2068,future,114671818,131993117,98784866
Africa,Middle Africa,Cameroon,2068,future,66412386,77218683,56557922
Africa,Middle Africa,Central African Republic,2068,future,10255146,12092058,8599937
Africa,Middle Africa,Chad,2068,future,45681008,52625719,39310441
Africa,Middle Africa,Congo,2068,future,14436282,16862996,12237515
Africa,Middle Africa,Democratic Republic of the Congo,2068,future,265321072,306772779,227500333
Africa,Middle Africa,Equatorial Guinea,2068,future,3607149,4229918,3051295
Africa,Middle Africa,Gabon,2068,future,4692313,5479442,3977238
Africa,Middle Africa,Sao Tome and Principe,2068,future,517142,605392,437242
Africa,Northern Africa,Algeria,2068,future,66972181,78174218,56853716
Africa,Northern Africa,Egypt,2068,future,190294767,226063560,158627038
Africa,Northern Africa,Libya,2068,future,8579919,10188496,7139624
Africa,Northern Africa,Morocco,2068,future,47771255,56569186,39996919
Africa,Northern Africa,Sudan,2068,future,105566359,121738423,90652484
Africa,Northern Africa,Tunisia,2068,future,13884909,16391066,11659675
Africa,Northern Africa,Western Sahara,2068,future,1156781,1344804,987489
Africa,Southern Africa,Botswana,2068,future,3926616,4693394,3251750
Africa,Southern Africa,Lesotho,2068,future,2822572,3456226,2272109
Africa,Southern Africa,Namibia,2068,future,4699803,5605212,3891365
Africa,Southern Africa,South Africa,2068,future,79317154,96362863,64562942
Africa,Southern Africa,Eswatini,2068,future,1965803,2380340,1603646
Africa,Western Africa,Benin,2068,future,32958166,38259504,28130091
Africa,Western Africa,Burkina Faso,2068,future,59186435,68739572,50479744
Africa,Western Africa,Cabo Verde,2068,future,682253,823090,561349
Africa,Western Africa,Côte d'Ivoire,2068,future,68710443,79971575,58469385
Africa,Western Africa,Gambia,2068,future,6374713,7358351,5467032
Africa,Western Africa,Ghana,2068,future,64003859,75067867,53996838
Africa,Western Africa,Guinea,2068,future,34231387,39970923,29033308
Africa,Western Africa,Guinea-Bissau,2068,future,4515687,5285059,3817263
Africa,Western Africa,Liberia,2068,future,12014444,14191671,10070718
Africa,Western Africa,Mali,2068,future,59365634,68751208,50805952
Africa,Western Africa,Mauritania,2068,future,12025168,13856793,10343077
Africa,Western Africa,Niger,2068,future,101107585,115183888,88110494
Africa,Western Africa,Nigeria,2068,future,535730851,617276557,460902434
Africa,Western Africa,Saint Helena,2068,future,5273,6219,4429
Africa,Western Africa,Senegal,2068,future,44699970,51653777,38314960
Africa,Western Africa,Sierra Leone,2068,future,15259286,18162312,12675730
Africa,Western Africa,Togo,2068,future,20096456,23646367,16906164
Asia,Eastern Asia,China,2068,future,1272853509,1502781086,1071902771
Asia,Eastern Asia,China; Hong Kong SAR,2068,future,7814350,9029448,6723334
Asia,Eastern Asia,China; Macao SAR,2068,future,898479,1029852,782320
Asia,Eastern Asia,China; Taiwan Province of China,2068,future,19805427,23121385,16839435
Asia,Eastern Asia,Dem. People's Republic of Korea,2068,future,25450652,30462626,21057844
Asia,Eastern Asia,Japan,2068,future,92003310,106861491,78765116
Asia,Eastern Asia,Mongolia,2068,future,4907933,5832751,4084385
Asia,Eastern Asia,Republic of Korea,2068,future,39337352,45887138,33509340
Asia,Central Asia,Kazakhstan,2068,future,26038451,30888655,21736708
Asia,Central Asia,Kyrgyzstan,2068,future,10181639,12175744,8419641
Asia,Central Asia,Tajikistan,2068,future,20217599,24413097,16567593
Asia,Central Asia,Turkmenistan,2068,future,8430090,10111076,6946279
Asia,Central Asia,Uzbekistan,2068,future,44399308,53846151,36297369
Asia,Southern Asia,Afghanistan,2068,future,74327012,88203314,61917467
Asia,Southern Asia,Bangladesh,2068,future,187101493,229021356,152017123
Asia,Southern Asia,Bhutan,2068,future,877963,1042802,735190
Asia,Southern Asia,India,2068,future,1636253507,1964362550,1349519738
Asia,Southern Asia,Iran (Islamic Republic of),2068,future,104532635,123433452,87828850
Asia,Southern Asia,Maldives,2068,future,582478,677480,499598
Asia,Southern Asia,Nepal,2068,future,33467456,41459887,26884016
Asia,Southern Asia,Pakistan,2068,future,383687783,456167231,319400762
Asia,Southern Asia,Sri Lanka,2068,future,20086441,24407910,16344369
Asia,South-Eastern Asia,Brunei Darussalam,2068,future,465437,553071,388155
Asia,South-Eastern Asia,Cambodia,2068,future,22883243,28052896,18488324
Asia,South-Eastern Asia,Indonesia,2068,future,337362623,404856472,278601143
Asia,South-Eastern Asia,Lao People's Democratic Republic,2068,future,9690251,11828452,7856995
Asia,South-Eastern Asia,Malaysia,2068,future,42068996,49689413,35308467
Asia,South-Eastern Asia,Myanmar,2068,future,61485149,74581904,50043278
Asia,South-Eastern Asia,Philippines,2068,future,152705316,182916148,126218154
Asia,South-Eastern Asia,Singapore,2068,future,6125152,7048928,5313970
Asia,South-Eastern Asia,Thailand,2068,future,58119627,69368572,48537272
Asia,South-Eastern Asia,Timor-Leste,2068,future,2309930,2745440,1919343
Asia,South-Eastern Asia,Viet Nam,2068,future,107634401,127237949,90238462
Asia,Western Asia,Armenia,2068,future,2559931,3070411,2113545
Asia,Western Asia,Azerbaijan,2068,future,10545619,12736390,8691933
Asia,Western Asia,Bahrain,2068,future,2412231,2778500,2091655
Asia,Western Asia,Cyprus,2068,future,1356284,1583108,1157734
Asia,Western Asia,Georgia,2068,future,3155805,3819954,2577190
Asia,Western Asia,Iraq,2068,future,87866097,104102801,73435464
Asia,Western Asia,Israel,2068,future,14995919,17284523,12906290
Asia,Western Asia,Jordan,2068,future,13964259,16655158,11588889
Asia,Western Asia,Kuwait,2068,future,5566991,6481330,4747771
Asia,Western Asia,Lebanon,2068,future,6489525,7728823,5406077
Asia,Western Asia,Oman,2068,future,7446594,8501105,6493941
Asia,Western Asia,Qatar,2068,future,4079260,4569680,3647992
Asia,Western Asia,Saudi Arabia,2068,future,45096571,52688762,38289297
Asia,Western Asia,State of Palestine,2068,future,10666931,12586543,8951284
Asia,Western Asia,Syrian Arab Republic,2068,future,36037841,42521577,30277234
Asia,Western Asia,Turkey,2068,future,97025701,114893828,81253362
Asia,Western Asia,United Arab Emirates,2068,future,10959871,12971893,9122955
Asia,Western Asia,Yemen,2068,future,54021183,64200400,44931501
Europe,Eastern Europe,Belarus,2068,future,8067446,9535644,6760196
Europe,Eastern Europe,Bulgaria,2068,future,4567131,5444835,3796694
Europe,Eastern Europe,Czechia,2068,future,10258453,11930649,8762961
Europe,Eastern Europe,Hungary,2068,future,7740366,9155285,6494294
Europe,Eastern Europe,Poland,2068,future,29290865,34563237,24664544
Europe,Eastern Europe,Republic of Moldova,2068,future,2797683,3390476,2288898
Europe,Eastern Europe,Romania,2068,future,14323854,17053998,11936226
Europe,Eastern Europe,Russian Federation,2068,future,129869666,153748775,108588464
Europe,Eastern Europe,Slovakia,2068,future,4503624,5319710,3786390
Europe,Eastern Europe,Ukraine,2068,future,30240979,36342790,24920132
Europe,Northern Europe,Channel Islands,2068,future,206244,238416,177619
Europe,Northern Europe,Denmark,2068,future,6461150,7559176,5484763
Europe,Northern Europe,Estonia,2068,future,1032363,1215018,869333
Europe,Northern Europe,Faroe Islands,2068,future,54794,64357,46357
Europe,Northern Europe,Finland,2068,future,5392177,6296791,4596080
Europe,Northern Europe,Iceland,2068,future,374621,438134,317996
Europe,Northern Europe,Ireland,2068,future,5717235,6640334,4884839
Europe,Northern Europe,Isle of Man,2068,future,91708,106565,78542
Europe,Northern Europe,Latvia,2068,future,1308106,1549094,1094053
Europe,Northern Europe,Lithuania,2068,future,1847930,2187023,1545901
Europe,Northern Europe,Norway,2068,future,7117859,8241545,6117322
Europe,Northern Europe,Sweden,2068,future,11991288,13928181,10263141
Europe,Northern Europe,United Kingdom,2068,future,75658877,88284950,64447137
Europe,Southern Europe,Albania,2068,future,1994070,2417979,1636198
Europe,Southern Europe,Andorra,2068,future,67804,78319,58378
Europe,Southern Europe,Bosnia and Herzegovina,2068,future,2256352,2694382,1875574
Europe,Southern Europe,Croatia,2068,future,2882529,3414182,2412330
Europe,Southern Europe,Gibraltar,2068,future,32071,37932,26966
Europe,Southern Europe,Greece,2068,future,7872631,9178442,6708516
Europe,Southern Europe,Holy See,2068,future,803,879,717
Europe,Southern Europe,Italy,2068,future,47487133,55278550,40549221
Europe,Southern Europe,Malta,2068,future,403429,469483,344587
Europe,Southern Europe,Montenegro,2068,future,545264,647501,454691
Europe,Southern Europe,Portugal,2068,future,8065500,9420186,6861475
Europe,Southern Europe,San Marino,2068,future,31526,36405,27270
Europe,Southern Europe,Serbia,2068,future,5987530,7189524,4934436
Europe,Southern Europe,Slovenia,2068,future,1794181,2088632,1531662
Europe,Southern Europe,Spain,2068,future,38609694,44776631,33065687
Europe,Southern Europe,North Macedonia,2068,future,1624687,1938190,1348748
Europe,Western Europe,Austria,2068,future,8868190,10307162,7582591
Europe,Western Europe,Belgium,2068,future,12243010,14274303,10435053
Europe,Western Europe,France,2068,future,66672472,77909764,56681739
Europe,Western Europe,Germany,2068,future,76708689,89066395,65598070
Europe,Western Europe,Liechtenstein,2068,future,41358,48411,34991
Europe,Western Europe,Luxembourg,2068,future,856924,991816,736300
Europe,Western Europe,Monaco,2068,future,51387,58042,45156
Europe,Western Europe,Netherlands,2068,future,16555700,19391552,14044205
Europe,Western Europe,Switzerland,2068,future,10162976,11713922,8760286
America,Caribbean,Anguilla,2068,future,15733,18570,13245
America,Caribbean,Antigua and Barbuda,2068,future,109631,131136,90948
America,Caribbean,Aruba,2068,future,106635,126425,89113
America,Caribbean,Bahamas,2068,future,469861,559766,390888
America,Caribbean,Barbados,2068,future,254760,302141,213207
America,Caribbean,British Virgin Islands,2068,future,29008,34306,24429
America,Caribbean,Bonaire; Sint Eustatius and Saba,2068,future,30489,35668,25945
America,Caribbean,Cayman Islands,2068,future,89955,103881,77563
America,Caribbean,Cuba,2068,future,8756145,10479946,7299267
America,Caribbean,Curaçao,2068,future,176393,206588,150046
America,Caribbean,Dominica,2068,future,65536,79010,53983
America,Caribbean,Dominican Republic,2068,future,12768438,15541831,10409222
America,Caribbean,Grenada,2068,future,108073,131149,88088
America,Caribbean,Guadeloupe,2068,future,366131,434473,305905
America,Caribbean,Haiti,2068,future,15702352,18779630,12977259
America,Caribbean,Jamaica,2068,future,2643631,3241396,2128599
America,Caribbean,Martinique,2068,future,289062,344025,240747
America,Caribbean,Montserrat,2068,future,3553,4264,2930
America,Caribbean,Puerto Rico,2068,future,1970919,2382962,1625723
America,Caribbean,Saint Kitts and Nevis,2068,future,52306,62690,43291
America,Caribbean,Saint Lucia,2068,future,163061,196828,134550
America,Caribbean,Saint Vincent and the Grenadines,2068,future,98865,121283,79799
America,Caribbean,Sint Maarten (Dutch part),2068,future,59816,70267,50618
America,Caribbean,Trinidad and Tobago,2068,future,1207808,1456847,993278
America,Caribbean,Turks and Caicos Islands,2068,future,52160,61006,44484
America,Caribbean,United States Virgin Islands,2068,future,70560,85224,57723
America,Central America,Belize,2068,future,620491,744557,513381
America,Central America,Costa Rica,2068,future,5610772,6659667,4709177
America,Central America,El Salvador,2068,future,6548825,8070026,5257645
America,Central America,Guatemala,2068,future,30380494,36187976,25279274
America,Central America,Honduras,2068,future,14924957,17859026,12376116
America,Central America,Mexico,2068,future,156686636,188768045,129104180
America,Central America,Nicaragua,2068,future,8877559,10676710,7325948
America,Central America,Panama,2068,future,6312653,7511656,5275152
America,South America,Argentina,2068,future,57572257,68431019,48047419
America,South America,Bolivia (Plurinational State of),2068,future,17268767,20558614,14372734
America,South America,Brazil,2068,future,217843091,260253851,181260850
America,South America,Chile,2068,future,19670662,23213347,16564758
America,South America,Colombia,2068,future,54207289,64975250,44980968
America,South America,Ecuador,2068,future,24950256,29840904,20734778
America,South America,Falkland Islands (Malvinas),2068,future,3020,3543,2554
America,South America,French Guiana,2068,future,695236,800752,598973
America,South America,Guyana,2068,future,759315,938823,605415
America,South America,Paraguay,2068,future,9481086,11461095,7770832
America,South America,Peru,2068,future,41618742,49514826,34718333
America,South America,Suriname,2068,future,680705,821820,557478
America,South America,Uruguay,2068,future,3560684,4253405,2961049
America,South America,Venezuela (Bolivarian Republic of),2068,future,37485525,45496273,30673694
America,Northern America,Bermuda,2068,future,46283,54760,38905
America,Northern America,Canada,2068,future,49628332,57268897,42753444
America,Northern America,Greenland,2068,future,49175,59606,40024
America,Northern America,Saint Pierre and Miquelon,2068,future,4627,5484,3879
America,Northern America,United States of America,2068,future,401693252,469755593,341174118
Oceania,Australia/New Zealand,Australia,2068,future,36565596,42142066,31528118
Oceania,Australia/New Zealand,New Zealand,2068,future,5815000,6788707,4949838
Oceania,Melanesia,Fiji,2068,future,1109771,1333732,910946
Oceania,Melanesia,New Caledonia,2068,future,358157,420640,302560
Oceania,Melanesia,Papua New Guinea,2068,future,16919242,19935172,14200586
Oceania,Melanesia,Solomon Islands,2068,future,1713543,2012051,1445508
Oceania,Melanesia,Vanuatu,2068,future,719303,841463,608826
Oceania,Micronesia,Guam,2068,future,191591,228306,159174
Oceania,Micronesia,Kiribati,2068,future,206186,241399,174071
Oceania,Micronesia,Marshall Islands,2068,future,77980,95114,62970
Oceania,Micronesia,Micronesia (Fed. States of),2068,future,139571,168327,113837
Oceania,Micronesia,Nauru,2068,future,9665,12282,7355
Oceania,Micronesia,Northern Mariana Islands,2068,future,59631,71542,49341
Oceania,Micronesia,Palau,2068,future,16280,19438,13489
Oceania,Polynesia,American Samoa,2068,future,50577,62049,40508
Oceania,Polynesia,Cook Islands,2068,future,16132,19335,13341
Oceania,Polynesia,French Polynesia,2068,future,300977,358496,250891
Oceania,Polynesia,Niue,2068,future,1819,2179,1499
Oceania,Polynesia,Samoa,2068,future,297491,351382,248588
Oceania,Polynesia,Tokelau,2068,future,1630,1940,1364
Oceania,Polynesia,Tonga,2068,future,144021,171873,118872
Oceania,Polynesia,Tuvalu,2068,future,18148,21810,14871
Oceania,Polynesia,Wallis and Futuna Islands,2068,future,7701,9162,6440
Africa,Eastern Africa,Burundi,2073,future,37720640,44145885,31894668
Africa,Eastern Africa,Comoros,2073,future,1888547,2274196,1546980
Africa,Eastern Africa,Djibouti,2073,future,1365216,1653415,1112150
Africa,Eastern Africa,Eritrea,2073,future,7813904,9442993,6375916
Africa,Eastern Africa,Ethiopia,2073,future,262457302,316665297,214885965
Africa,Eastern Africa,Kenya,2073,future,113687746,139161021,91659519
Africa,Eastern Africa,Madagascar,2073,future,76968395,92955934,62969380
Africa,Eastern Africa,Malawi,2073,future,53549603,65347478,43354340
Africa,Eastern Africa,Mauritius,2073,future,1023550,1273686,813830
Africa,Eastern Africa,Mayotte,2073,future,643221,770261,531541
Africa,Eastern Africa,Mozambique,2073,future,95075843,113970821,78359239
Africa,Eastern Africa,Réunion,2073,future,983303,1208602,794026
Africa,Eastern Africa,Rwanda,2073,future,29542178,35573139,24231099
Africa,Eastern Africa,Seychelles,2073,future,98187,122561,77611
Africa,Eastern Africa,Somalia,2073,future,54257260,63764072,45675228
Africa,Eastern Africa,South Sudan,2073,future,26633951,31846135,21987358
Africa,Eastern Africa,Uganda,2073,future,119034527,143982490,97148649
Africa,Eastern Africa,United Republic of Tanzania,2073,future,200088320,238077967,166302705
Africa,Eastern Africa,Zambia,2073,future,58874525,70144607,48844946
Africa,Eastern Africa,Zimbabwe,2073,future,29047886,35636115,23295649
Africa,Middle Africa,Angola,2073,future,125956109,147911504,106172274
Africa,Middle Africa,Cameroon,2073,future,70666794,84002060,58738471
Africa,Middle Africa,Central African Republic,2073,future,10651236,12872358,8693586
Africa,Middle Africa,Chad,2073,future,48747955,57331784,41018525
Africa,Middle Africa,Congo,2073,future,15515309,18535397,12832976
Africa,Middle Africa,Democratic Republic of the Congo,2073,future,284026360,335596949,237899745
Africa,Middle Africa,Equatorial Guinea,2073,future,3792033,4556483,3125244
Africa,Middle Africa,Gabon,2073,future,4910659,5869363,4057427
Africa,Middle Africa,Sao Tome and Principe,2073,future,551017,659926,454408
Africa,Northern Africa,Algeria,2073,future,67891131,81233149,56116637
Africa,Northern Africa,Egypt,2073,future,197521450,240851993,160072196
Africa,Northern Africa,Libya,2073,future,8520680,10411184,6870086
Africa,Northern Africa,Morocco,2073,future,47682136,58044815,38753222
Africa,Northern Africa,Sudan,2073,future,112143086,132047077,94111044
Africa,Northern Africa,Tunisia,2073,future,13782658,16729619,11230026
Africa,Northern Africa,Western Sahara,2073,future,1196993,1421654,999253
Africa,Southern Africa,Botswana,2073,future,4001071,4914149,3217230
Africa,Southern Africa,Lesotho,2073,future,2834099,3587789,2197244
Africa,Southern Africa,Namibia,2073,future,4856677,5947286,3905140
Africa,Southern Africa,South Africa,2073,future,79710798,99871851,62726930
Africa,Southern Africa,Eswatini,2073,future,2016826,2512090,1595357
Africa,Western Africa,Benin,2073,future,35385148,41976023,29494101
Africa,Western Africa,Burkina Faso,2073,future,63495476,75372940,52877223
Africa,Western Africa,Cabo Verde,2073,future,673752,838640,536015
Africa,Western Africa,Côte d'Ivoire,2073,future,73514600,87472627,61064293
Africa,Western Africa,Gambia,2073,future,6742960,7951693,5648136
Africa,Western Africa,Ghana,2073,future,66997691,80473099,55056026
Africa,Western Africa,Guinea,2073,future,36346226,43420270,30068984
Africa,Western Africa,Guinea-Bissau,2073,future,4755179,5697158,3917390
Africa,Western Africa,Liberia,2073,future,12702348,15380755,10364373
Africa,Western Africa,Mali,2073,future,63495720,75158954,53064949
Africa,Western Africa,Mauritania,2073,future,12861691,15133553,10812585
Africa,Western Africa,Niger,2073,future,111571327,129540570,95261524
Africa,Western Africa,Nigeria,2073,future,572027254,673139896,480945023
Africa,Western Africa,Saint Helena,2073,future,5138,6233,4183
Africa,Western Africa,Senegal,2073,future,47906109,56520596,40139691
Africa,Western Africa,Sierra Leone,2073,future,15717471,19212401,12680398
Africa,Western Africa,Togo,2073,future,21351269,25737768,17493139
Asia,Eastern Asia,China,2073,future,1236086056,1504336425,1007447072
Asia,Eastern Asia,China; Hong Kong SAR,2073,future,7737572,9156457,6491784
Asia,Eastern Asia,China; Macao SAR,2073,future,912444,1067467,778302
Asia,Eastern Asia,China; Taiwan Province of China,2073,future,19074753,22937035,15712604
Asia,Eastern Asia,Dem. People's Republic of Korea,2073,future,25061936,30866785,20083868
Asia,Eastern Asia,Japan,2073,future,88285664,105606843,73262506
Asia,Eastern Asia,Mongolia,2073,future,5003578,6110420,4041633
Asia,Eastern Asia,Republic of Korea,2073,future,37398373,45013527,30823221
Asia,Central Asia,Kazakhstan,2073,future,26488280,32285080,21470273
Asia,Central Asia,Kyrgyzstan,2073,future,10398939,12791731,8335914
Asia,Central Asia,Tajikistan,2073,future,21224341,26391198,16853635
Asia,Central Asia,Turkmenistan,2073,future,8498100,10497198,6776362
Asia,Central Asia,Uzbekistan,2073,future,44353637,55545552,35029067
Asia,Southern Asia,Afghanistan,2073,future,75777323,92319167,61335331
Asia,Southern Asia,Bangladesh,2073,future,183111361,231826124,143548666
Asia,Southern Asia,Bhutan,2073,future,855417,1044929,695570
Asia,Southern Asia,India,2073,future,1616819911,1998898744,1290830480
Asia,Southern Asia,Iran (Islamic Republic of),2073,future,103456607,125704794,84276294
Asia,Southern Asia,Maldives,2073,future,570210,681258,475770
Asia,Southern Asia,Nepal,2073,future,32337197,41544201,25000546
Asia,Southern Asia,Pakistan,2073,future,391626542,478396371,316465368
Asia,Southern Asia,Sri Lanka,2073,future,19458772,24496396,15209832
Asia,South-Eastern Asia,Brunei Darussalam,2073,future,453760,555534,366282
Asia,South-Eastern Asia,Cambodia,2073,future,22859493,28980826,17811774
Asia,South-Eastern Asia,Indonesia,2073,future,336788236,416261925,269380786
Asia,South-Eastern Asia,Lao People's Democratic Republic,2073,future,9599321,12107192,7508440
Asia,South-Eastern Asia,Malaysia,2073,future,41992523,50899686,34280579
Asia,South-Eastern Asia,Myanmar,2073,future,60808943,76135078,47759171
Asia,South-Eastern Asia,Philippines,2073,future,153325900,188950193,122897696
Asia,South-Eastern Asia,Singapore,2073,future,6033677,7102650,5117116
Asia,South-Eastern Asia,Thailand,2073,future,56003068,69003213,45229548
Asia,South-Eastern Asia,Timor-Leste,2073,future,2355816,2874800,1900633
Asia,South-Eastern Asia,Viet Nam,2073,future,106147659,129113405,86241565
Asia,Western Asia,Armenia,2073,future,2472534,3067436,1965175
Asia,Western Asia,Azerbaijan,2073,future,10331183,12901015,8218316
Asia,Western Asia,Bahrain,2073,future,2414051,2843469,2047577
Asia,Western Asia,Cyprus,2073,future,1349534,1614131,1123399
Asia,Western Asia,Georgia,2073,future,3053855,3830313,2394882
Asia,Western Asia,Iraq,2073,future,91963812,111753022,74782351
Asia,Western Asia,Israel,2073,future,15569105,18334646,13094810
Asia,Western Asia,Jordan,2073,future,14091015,17265776,11356787
Asia,Western Asia,Kuwait,2073,future,5675759,6770080,4717431
Asia,Western Asia,Lebanon,2073,future,6400688,7838906,5172280
Asia,Western Asia,Oman,2073,future,7476983,8724030,6377051
Asia,Western Asia,Qatar,2073,future,4106631,4686261,3609218
Asia,Western Asia,Saudi Arabia,2073,future,44751403,53662986,36959115
Asia,Western Asia,State of Palestine,2073,future,11069076,13382665,9048020
Asia,Western Asia,Syrian Arab Republic,2073,future,36265852,43964789,29596480
Asia,Western Asia,Turkey,2073,future,95918368,116804096,77935530
Asia,Western Asia,United Arab Emirates,2073,future,11198820,13575097,9084697
Asia,Western Asia,Yemen,2073,future,54703818,66803060,44163665
Europe,Eastern Europe,Belarus,2073,future,7908766,9626807,6415302
Europe,Eastern Europe,Bulgaria,2073,future,4365532,5387027,3492219
Europe,Eastern Europe,Czechia,2073,future,10164238,12136933,8441361
Europe,Eastern Europe,Hungary,2073,future,7544056,9196891,6124988
Europe,Eastern Europe,Poland,2073,future,28058096,34165859,22831473
Europe,Eastern Europe,Republic of Moldova,2073,future,2634154,3314795,2065605
Europe,Eastern Europe,Romania,2073,future,13845523,17028975,11131283
Europe,Eastern Europe,Russian Federation,2073,future,128392824,156455664,103977833
Europe,Eastern Europe,Slovakia,2073,future,4353938,5304841,3539087
Europe,Eastern Europe,Ukraine,2073,future,28995894,36071320,22988125
Europe,Northern Europe,Channel Islands,2073,future,208281,246222,175279
Europe,Northern Europe,Denmark,2073,future,6533177,7828798,5406101
Europe,Northern Europe,Estonia,2073,future,994801,1207400,809735
Europe,Northern Europe,Faroe Islands,2073,future,55150,66451,45402
Europe,Northern Europe,Finland,2073,future,5376183,6436839,4465383
Europe,Northern Europe,Iceland,2073,future,372661,447141,307864
Europe,Northern Europe,Ireland,2073,future,5700869,6790962,4742657
Europe,Northern Europe,Isle of Man,2073,future,92504,110034,77331
Europe,Northern Europe,Latvia,2073,future,1265640,1546322,1022460
Europe,Northern Europe,Lithuania,2073,future,1780333,2173018,1438857
Europe,Northern Europe,Norway,2073,future,7260051,8591570,6100702
Europe,Northern Europe,Sweden,2073,future,12155875,14449411,10154583
Europe,Northern Europe,United Kingdom,2073,future,76046482,90938147,63125829
Europe,Southern Europe,Albania,2073,future,1861740,2345239,1465426
Europe,Southern Europe,Andorra,2073,future,65807,78159,55040
Europe,Southern Europe,Bosnia and Herzegovina,2073,future,2148267,2653555,1720655
Europe,Southern Europe,Croatia,2073,future,2753545,3369417,2223300
Europe,Southern Europe,Gibraltar,2073,future,31350,38183,25531
Europe,Southern Europe,Greece,2073,future,7581392,9104027,6260995
Europe,Southern Europe,Holy See,2073,future,793,900,694
Europe,Southern Europe,Italy,2073,future,45893864,54975078,38024438
Europe,Southern Europe,Malta,2073,future,394640,471629,327728
Europe,Southern Europe,Montenegro,2073,future,530859,649915,427930
Europe,Southern Europe,Portugal,2073,future,7823633,9406448,6453110
Europe,Southern Europe,San Marino,2073,future,31037,36732,26184
Europe,Southern Europe,Serbia,2073,future,5680466,7067403,4497641
Europe,Southern Europe,Slovenia,2073,future,1758415,2104419,1457232
Europe,Southern Europe,Spain,2073,future,37214182,44425353,30904627
Europe,Southern Europe,North Macedonia,2073,future,1554432,1916822,1243684
Europe,Western Europe,Austria,2073,future,8810681,10497790,7338056
Europe,Western Europe,Belgium,2073,future,12266413,14661637,10183180
Europe,Western Europe,France,2073,future,66495365,79747287,54986725
Europe,Western Europe,Germany,2073,future,76129297,90651188,63384599
Europe,Western Europe,Liechtenstein,2073,future,41930,50272,34567
Europe,Western Europe,Luxembourg,2073,future,875271,1034918,735684
Europe,Western Europe,Monaco,2073,future,53193,61207,45829
Europe,Western Europe,Netherlands,2073,future,16444291,19767964,13567810
Europe,Western Europe,Switzerland,2073,future,10271167,12103161,8652469
America,Caribbean,Anguilla,2073,future,15413,18725,12576
America,Caribbean,Antigua and Barbuda,2073,future,108789,134014,87430
America,Caribbean,Aruba,2073,future,106376,129619,86282
America,Caribbean,Bahamas,2073,future,470040,575397,379877
America,Caribbean,Barbados,2073,future,248569,303737,201360
America,Caribbean,British Virgin Islands,2073,future,28228,34362,23059
America,Caribbean,Bonaire; Sint Eustatius and Saba,2073,future,30770,36886,25523
America,Caribbean,Cayman Islands,2073,future,91754,108312,77341
America,Caribbean,Cuba,2073,future,8399515,10396850,6758623
America,Caribbean,Curaçao,2073,future,176896,212342,146723
America,Caribbean,Dominica,2073,future,63432,78943,50453
America,Caribbean,Dominican Republic,2073,future,12618938,15866801,9935989
America,Caribbean,Grenada,2073,future,104962,131803,82326
America,Caribbean,Guadeloupe,2073,future,362742,443019,293655
America,Caribbean,Haiti,2073,future,15719604,19350003,12583657
America,Caribbean,Jamaica,2073,future,2524296,3215281,1945157
America,Caribbean,Martinique,2073,future,280523,344669,225493
America,Caribbean,Montserrat,2073,future,3419,4253,2723
America,Caribbean,Puerto Rico,2073,future,1848120,2319562,1464690
America,Caribbean,Saint Kitts and Nevis,2073,future,50873,62926,40683
America,Caribbean,Saint Lucia,2073,future,156600,195437,124722
America,Caribbean,Saint Vincent and the Grenadines,2073,future,95411,121339,73960
America,Caribbean,Sint Maarten (Dutch part),2073,future,61221,73594,50575
America,Caribbean,Trinidad and Tobago,2073,future,1165676,1455009,923009
America,Caribbean,Turks and Caicos Islands,2073,future,52409,62765,43625
America,Caribbean,United States Virgin Islands,2073,future,66428,83394,51996
America,Central America,Belize,2073,future,627142,773097,504449
America,Central America,Costa Rica,2073,future,5511937,6732811,4490339
America,Central America,El Salvador,2073,future,6349357,8106863,4900523
America,Central America,Guatemala,2073,future,30954951,37841059,25058348
America,Central America,Honduras,2073,future,15027374,18472593,12111673
America,Central America,Mexico,2073,future,155578712,193072052,124197240
America,Central America,Nicaragua,2073,future,8855391,10969191,7081907
America,Central America,Panama,2073,future,6382793,7804719,5184568
America,South America,Argentina,2073,future,57845580,70675214,46874320
America,South America,Bolivia (Plurinational State of),2073,future,17481599,21375130,14138176
America,South America,Brazil,2073,future,212674290,261863637,171378113
America,South America,Chile,2073,future,19356967,23488398,15829586
America,South America,Colombia,2073,future,53155550,65656400,42733007
America,South America,Ecuador,2073,future,25132232,30908777,20288187
America,South America,Falkland Islands (Malvinas),2073,future,2965,3578,2430
America,South America,French Guiana,2073,future,735546,864173,620425
America,South America,Guyana,2073,future,732087,940775,558315
America,South America,Paraguay,2073,future,9458435,11788853,7499875
America,South America,Peru,2073,future,41499286,50757035,33612679
America,South America,Suriname,2073,future,675351,841052,534331
America,South America,Uruguay,2073,future,3516246,4326811,2832602
America,South America,Venezuela (Bolivarian Republic of),2073,future,37259495,46684940,29475814
America,Northern America,Bermuda,2073,future,44812,54638,36470
America,Northern America,Canada,2073,future,50787254,59835274,42830731
America,Northern America,Greenland,2073,future,47918,60058,37535
America,Northern America,Saint Pierre and Miquelon,2073,future,4502,5506,3653
America,Northern America,United States of America,2073,future,407737656,488187372,337799804
